symbol,current_price,return_on_equity,return_on_assets,debt_to_equity,current_ratio,quick_ratio,revenue,ebitda,free_cash_flow,previous_close,open,day_high,day_low,fifty_two_week_high,fifty_two_week_low,fifty_two_week_change,volume,average_volume,market_cap,beta,dividend_yield,dividend_rate,ex_dividend_date,long_name,summary,environmental,social,governance,highest_controversy,esg_score,peer_count,peer_group,rating_year,rating_month,adult,animal_testing,gambling,small_arm,furLeather,coal,controversial_weapons,tobacco
SPGI,504.2,0.11241,0.061950002,31.875,0.902,0.769,14494000128,7144000000.0,5187999744.0,502.63,504.53,510.43,500.96,545.39,427.14,,2078045,1255658,154629570560,1.195,0.0076,3.84,2025-05-28 01:00:00,S&P Global Inc.,"S&P Global Inc., together with its subsidiaries, provides credit ratings, benchmarks, analytics, and workflow solutions in the global capital, commodity, and automotive markets. It operates through five segments: S&P Global Market Intelligence, S&P Global Ratings, S&P Global Commodity Insights, S&P Global Mobility, and S&P Dow Jones Indices. The S&P Global Market Intelligence segment provides multi-asset-class data and analytics integrated with purpose-built workflow solutions. This segment offers Desktop, a product suite that provides data, analytics, and third-party research for global finance and corporate professionals; data and advisory solutions for research, reference data, market data, derived analytics, and valuation services; enterprise solutions, such as software and workflow solutions; and credit and risk solutions for selling ratings' credit ratings and related data and research, analytics, and financial risk solutions. The S&P Global Ratings segment operates as an independent provider of credit ratings, research, and analytics offering investors and other market participants information, ratings, and benchmarks. The S&P Global Commodity Insights segment provides information and benchmark prices for the commodity and energy markets. The S&P Global Mobility segment offers solutions serving the full automotive value chain, including vehicle manufacturers (original equipment manufacturers), automotive suppliers, mobility service providers, retailers, consumers, and finance and insurance companies. The S&P Dow Jones Indices segment operates as an index provider that maintains various valuation and index benchmarks for investment advisors, wealth managers, and institutional investors. It has operations in the United States, European region, Asia, and internationally. S&P Global Inc. was founded in 1860 and is headquartered in New York, New York.",,6.62,6.43,1.0,15.05,357.0,Diversified Financials,2025.0,6.0,False,False,False,False,False,False,False,False
CRM,260.63,0.10312,0.050869998,19.813,1.069,0.899,38591000576,11205999616.0,14429875200.0,259.5,260.69,262.87,259.2601,369.0,230.0,,12143276,7270635,249162285056,1.377,0.0064,1.66,2025-06-18 01:00:00,"Salesforce, Inc.","Salesforce, Inc. provides customer relationship management (CRM) technology that connects companies and customers together worldwide. The company offers Agentforce, an agentic layer of the salesforce platform; Data Cloud, a data engine; Industries AI for creating industry-specific AI agents with Agentforce ; Salesforce Starter, a suite of solution for small and medium-size business; Slack, a workplace communication and productivity platform; Tableau, an end-to-end analytics solution for range of enterprise use cases and intelligent analytics with AI models, spot trends, predict outcomes, timely recommendations, and take action from any device; and integration and analytics solutions. It also provides marketing platform; commerce services, which empowers shopping experience across various customer touchpoint; and field service solution that enables companies to connect service agents, dispatchers, and mobile employees through one centralized platform to schedule and dispatch work, as well as track and manage jobs. Salesforce, Inc. was incorporated in 1999 and is headquartered in San Francisco, California.",,10.33,4.09,2.0,18.48,585.0,Software & Services,2025.0,6.0,False,False,False,False,False,False,False,False
SBAC,229.31,,0.09364,,0.646,0.591,2686020096,1788802944.0,455928512.0,228.32,229.81,230.56,226.74,252.64,187.06,,855263,937041,24638212096,0.78,0.0194,4.44,2025-05-22 01:00:00,SBA Communications Corporation,"SBA Communications Corporation is a leading independent owner and operator of wireless communications infrastructure including towers, buildings, rooftops, distributed antenna systems (DAS) and small cells. With a portfolio of more than 39,000 communications sites throughout the Americas and in Africa, SBA is listed on NASDAQ under the symbol SBAC. Our organization is part of the S&P 500 and one of the top Real Estate Investment Trusts (REITs) by market capitalization.",,2.3,4.55,0.0,11.78,509.0,Real Estate,2025.0,6.0,False,False,False,False,False,False,False,False
SLB,35.84,0.20201,0.08125,68.142,1.237,0.834,36072001536,8221000192.0,3030749952.0,35.85,35.94,36.0654,35.49,50.94,31.11,,11541506,17000388,48418406400,1.026,0.0318,1.14,2025-06-04 01:00:00,Schlumberger Limited,"Schlumberger Limited engages in the provision of technology for the energy industry worldwide. The company operates through four divisions: Digital & Integration, Reservoir Performance, Well Construction, and Production Systems. The company provides field development and hydrocarbon production, carbon management, and integration of adjacent energy systems; reservoir interpretation and data processing services for exploration data; and well construction and production improvement services and products. It also offers subsurface geology and fluids evaluation information; stimulation services to restore or enhance well productivity through hydraulic fracturing, matrix stimulation, and water treatment; and intervention services to oil and gas operators. In addition, the company offers mud logging, directional drilling, measurement-while-drilling, and logging-while-drilling services, as well as engineering support services; supplies drilling fluid systems; designs, manufactures, and markets roller cone and fixed cutter drill bits; bottom-hole-assembly and borehole enlargement technologies; well planning, well drilling, engineering, supervision, logistics, procurement, and contracting of third parties, as well as drilling rig management solutions; and drilling equipment and services, as well as land drilling rigs and related services. Further, it provides artificial lift; supplies packers, safety valves, sand control technology, and various intelligent systems; midstream production systems; valves, chokes, actuators, and surface trees; and OneSubsea, an integrated solutions, products, systems, and services, including wellheads, subsea trees, manifolds and flowline connectors, control systems, connectors, and services. The company was formerly known as Socie´te´ de Prospection E´lectrique. Schlumberger Limited was founded in 1926 and is based in Houston, Texas.",,7.66,4.55,1.0,18.48,73.0,Energy Services,2025.0,6.0,False,False,False,False,False,False,False,False
STX,130.96,,0.14077,,1.361,0.651,8540000256,1891000064.0,190875008.0,131.3,132.17,132.61,130.325,133.76,63.19,,6027515,4497416,27791939584,1.428,0.022,2.88,2025-06-25 01:00:00,Seagate Technology Holdings plc,"Seagate Technology Holdings plc engages in the provision of data storage technology and infrastructure solutions in Singapore, the United States, the Netherlands, and internationally. The company offers mass capacity storage products, including enterprise nearline hard disk drives (HDDs), enterprise nearline solid state drives (SSDs), enterprise nearline systems, video and image HDDs, and network-attached storage drives. It also offers legacy applications comprising Mission Critical HDDs and SSDs; external storage solutions under the Seagate Ultra Touch, One Touch, Expansion, and Basics product lines, as well as under the LaCie brand name; desktop drives for personal computers and workstation applications; notebook drives traditional notebooks, convertible systems, and external storage applications, DVR HDDs for video streaming applications, and gaming SSDs for gaming rigs. In addition, the company provides Lyve edge-to-cloud mass capacity platform, that includes modular hardware and software to support enterprises' on-premise and cloud storage infrastructure needs. It sells its products primarily to original equipment manufacturers, distributors, and retailers. The company was founded in 1978 and is based in Singapore.",,6.54,4.17,2.0,11.55,238.0,Technology Hardware,2025.0,6.0,False,False,False,False,False,False,False,False
SRE,74.06,0.09709,0.01933,99.694,0.57,0.441,13347000320,5400000000.0,-5204125184.0,74.39,74.6,75.36,73.92,95.77,61.9,,9573293,4281480,48299708416,0.656,0.0348,2.58,2025-06-26 01:00:00,Sempra,"Sempra operates as an energy infrastructure company in the United States and internationally. It operates through three segments: Sempra California, Sempra Texas Utilities, and Sempra Infrastructure. The Sempra California segment provides natural gas and electric services to Southern California and part of central California. As of December 31, 2024, it offered electric services to approximately 3.6 million population and natural gas services to approximately 3.3 million population that covers 4,100 square miles. This segment owns and operates a natural gas distribution, transmission, and storage system that supplies natural gas. As of December 31, 2024, it served a population of 21.1 million covering an area of 24,000 square miles. The Sempra Texas Utilities segment engages in the regulated electricity transmission and distribution business. As of December 31, 2024, its transmission system included 18,324 circuit miles of transmission lines; 1,288 transmission and distribution substations; interconnection to 192 third-party generation facilities totaling 58,597 MW; and distribution system included approximately 4 million points of delivery and consisted of 125,975 miles of overhead and underground lines. The Sempra Infrastructure segment develops, builds, operates, and invests in energy infrastructure to help enable the access to cleaner energy in markets in the United States, Mexico, and internationally. The company was formerly known as Sempra Energy and changed its name to Sempra in May 2023. Sempra was incorporated in 1996 and is based in San Diego, California.",,7.88,4.02,2.0,23.22,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
NOW,971.41,0.16858,0.049200002,23.661,1.123,0.963,11468999680,2110000000.0,3713125120.0,982.08,985.59,986.005,965.45,1198.09,678.66,,2004278,1661675,201229516800,0.956,,,,"ServiceNow, Inc.","ServiceNow, Inc. provides cloud-based solution for digital workflows in the North America, Europe, the Middle East and Africa, Asia Pacific, and internationally. The company operates the Now platform, an AI platform for digital transformation machine learning, robotic process automation, process mining, analytics, and low-code/no-code development tools. It also provides asset management, integrated risk management, IT service management, Operational Technology management, Security Operations, strategic portfolio management, IT operations management products; customer service management product; and field service management applications. In addition, the company offers human resources, legal, and workplace service delivery products; app engine product; automation engine; platform privacy and security product; and source-to-pay operations. Further, ServiceNow, Inc. develops and operates a mobile-enabled manufacturing application. It serves government, financial services, healthcare and life science, manufacturing, Public Sector, retail, IT services, technology, and Telecom sectors through service providers and resale partners. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. ServiceNow, Inc. was founded in 2004 and is headquartered in Santa Clara, California.",,8.46,3.63,0.0,16.33,585.0,Software & Services,2025.0,6.0,False,False,False,False,False,False,False,False
SHW,333.5,0.70217,0.09887999,329.968,0.767,0.393,23036899328,4433699840.0,1882837504.0,331.47,334.0,337.18,330.22,400.42,292.27,,2695440,1675477,83575431168,1.212,0.0095,3.16,2025-05-16 01:00:00,The Sherwin-Williams Company,"The Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paint, coatings, and related products to professional, industrial, commercial and retail customers. It operates through three segments: Paint Stores Group, Consumer Brands Group, and Performance Coatings Group. The Paint Stores Group segment offers architectural paint and coatings; protective and marine products; and OEM product finishes and related products for architectural and industrial paint contractors, and do-it-yourself homeowners under the Sherwin-Williams brand. The Consumer Brands Group segment supplies a portfolio of branded and private-label architectural paints, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks, and adhesives to retailers, including home centers and hardware stores, and dedicated dealers and distributors. The Performance Coatings Group segment develops and sells industrial coatings for wood finishing and general industrial applications; automotive refinish products; protective and marine coatings; coil coatings; packaging coatings; and performance-based resins and colorants. This segment serves retailers, dealers, jobbers, licensees, and other third-party distributors. The company has operations in the North and South America, the Caribbean, Europe, Asia, and Australia. The Sherwin-Williams Company was founded in 1866 and is headquartered in Cleveland, Ohio.",,9.9,5.24,2.0,33.85,183.0,Chemicals,2025.0,6.0,False,False,False,False,False,False,False,False
SPG,157.27,0.67307,0.05826,773.472,0.372,0.372,5994220032,4446823936.0,1983254400.0,157.1,157.83,158.87,156.65,190.14,136.34,,2806481,1815298,59312652288,1.486,0.053400002,8.4,2025-06-09 01:00:00,"Simon Property Group, Inc.","Simon Property Group, Inc. (NYSE:SPG) is a self-administered and self-managed real estate investment trust (REIT). Simon Property Group, L.P., or the Operating Partnership, is our majority-owned partnership subsidiary that owns all of our real estate properties and other assets. In this package, the terms Simon, we, our, or the Company refer to Simon Property Group, Inc., the Operating Partnership, and its subsidiaries. We own, develop and manage premier shopping, dining, entertainment and mixed-use destinations, which consist primarily of malls, Premium Outlets, The Mills, and International Properties. At December 31, 2024, we owned or had an interest in 229 properties comprising 183 million square feet in North America, Asia and Europe. We also owned an 88% interest in The Taubman Realty Group, or TRG, which owns 22 regional, super-regional, and outlet malls in the U.S. and Asia. Additionally, at December 31, 2024, we had a 22.4% ownership interest in Klepierre, a publicly traded, Paris-based real estate company, which owns shopping centers in 14 European countries.",,3.96,5.0,1.0,12.49,509.0,Real Estate,2025.0,6.0,False,False,False,False,False,False,False,False
SWKS,72.13,0.06701,0.04812,20.363,4.95,3.063,3952199936,895699968.0,1029425024.0,71.62,72.03,72.23,70.745,120.86,47.93,,6353912,3979867,10828804096,1.155,0.0388,2.8,2025-05-27 01:00:00,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and the rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, DC/DC converters, demodulators, detectors, digital power isolators, diodes, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, power over ethernet, power isolators, interface circuits, receivers, switches, synthesizers, timing devices, voltage controlled oscillators/synthesizers, and voltage regulators. The company products are the used in aerospace, automotive, broadband, cellular infrastructure, connected home, defense, entertainment and gaming, industrial, medical, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. Skyworks Solutions, Inc. was founded in 1962 and is based in Irvine, California.",,7.92,6.25,1.0,24.11,122.0,Semiconductors,2025.0,6.0,False,False,False,False,False,False,False,False
SJM,96.93,-0.17868,0.054629996,128.427,0.809,0.26,8726099968,2156199936.0,600324992.0,95.96,95.9,97.655,95.672,125.42,93.3,,3506084,1602577,10323820544,0.333,0.0446,4.32,2025-05-16 01:00:00,The J. M. Smucker Company,"The J. M. Smucker Company manufactures and markets branded food and beverage products worldwide. The company operates through four segments: U.S. Retail Coffee, U.S. Retail Frozen Handheld and Spreads, U.S. Retail Pet Foods, and Sweet Baked Snacks. It offers coffee, sweet baked goods, pet snacks, frozen handheld products, peanut butter, cat and dog food, fruit and specialty spreads, cookies, frozen sandwiches and snacks, hot beverages, portion control products, toppings and syrups, baking mixes and ingredients, and flour. The company provides its products under the Folgers, Café Bustelo, Dunkin', Jif, Smucker's, Smucker's Uncrustables, Meow Mix, Milk-Bone, Pup-Peroni, Canine Carry Outs, Hostess, 1850, Robin Hood, and Five Roses brands. The company sells its products through direct sales and brokers to food retailers, club stores, discount and dollar stores, online retailers, pet specialty stores, distributors, drug stores, military commissaries, mass merchandisers, supermarket chains, national mass retailers, convenience stores, vending channels, and foodservice distributors and operators. The J. M. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",,11.36,3.02,2.0,28.7,227.0,Food Products,2025.0,6.0,False,False,False,False,False,False,False,False
SW,42.35,0.04226,0.0354,79.485,1.428,0.744,25834999808,3575000064.0,-1627874944.0,42.39,43.24,43.28,42.33,56.986,37.01,,11148533,3716275,22107248640,1.017,0.040700004,1.72,2025-05-16 01:00:00,Smurfit Westrock Plc,"Smurfit Westrock Plc, together with its subsidiaries, manufactures, distributes, and sells containerboard, corrugated containers, and other paper-based packaging products. The company produces containerboard; packaging of corrugated containers; consumer packaging; and offers solid board, kraft paper, and graphic board, as well as other packaging products, such as solidboard packaging, paper sacks and bag-in-box. It produces linerboard and corrugated medium, paperboard, and non-packaging grades of paper, as well as converted products, such as folding cartons and corrugated boxes, and other products; recycled paper-based packaging products; and packaging machinery. The company primarily serves food and beverage, e-commerce, retail, consumer goods, industrial, and foodservice markets in 40 countries. Smurfit Westrock Plc was founded in 1934 and is headquartered in Dublin, Ireland.",,,,,,,,,,,,,,,,,
SNA,305.79,0.19538,0.10828,23.477,4.142,3.025,5069700096,1449900032.0,811500032.0,306.82,308.69,309.625,304.9,373.9,252.98,,937055,390095,15990065152,0.766,0.027999999,8.56,2025-05-20 01:00:00,Snap-on Incorporated,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. It operates through Commercial & Industrial Group, Snap-on Tools Group, Repair Systems & Information Group, and Financial Services segments. The company provides hand tools, including wrenches, sockets, ratchet wrenches, pliers, screwdrivers, punches and chisels, saws and cutting tools, pruning tools, torque measuring instruments, and other related products; power tools, such as cordless, pneumatic, and hydraulic and corded tools; and tool storage products comprising tool chests, roll cabinets, and other products. It also offers handheld and computer-based diagnostic products, service and repair information products, diagnostic software solutions, electronic parts catalogs, business management systems and services, point-of-sale systems, integrated systems for vehicle service shops, original equipment manufacturer purchasing facilitation services, and warranty management systems and analytics; and engineered solutions. In addition, the company provides solutions for the service of vehicles and industrial equipment that include wheel alignment equipment, wheel balancers, tire changers, vehicle lifts, test lane equipment, collision repair equipment, vehicle air conditioning service equipment, brake service equipment, fluid exchange equipment, transmission troubleshooting equipment, safety testing equipment, battery chargers, and hoists, as well as after-sales support services and training programs. Further, it offers financing programs to facilitate the sales of its products and support its franchise business. It serves the aviation and aerospace, natural resources, agriculture, infrastructure construction, government and military, mining, power generation, and technical education industries. Snap-on Incorporated was incorporated in 1920 and is headquartered in Kenosha, Wisconsin.",,11.85,6.63,2.0,30.88,275.0,Machinery,2025.0,6.0,False,False,False,False,False,False,False,False
SOLV,73.57,0.10657,0.03724,242.581,1.19,0.641,8307999744,1416000000.0,1045374976.0,72.63,73.1,73.8,72.86,85.92,47.16,,1157440,1188470,12728565760,,,,,Solventum Corporation,"Solventum Corporation, a healthcare company, develops, manufactures, and commercializes a portfolio of solutions to address critical customer and patient needs in the United States and internationally. It operates in four segments: Medsurg, Dental Solutions, Health Information Systems, and Purification and Filtration. The Medsurg segment offers solutions for negative pressure wound therapy, advanced wound dressings, advanced skin care, I.V. site management, sterilization assurance, temperature management, surgical supplies, medical tapes and wrap, stethoscopes, medical electrodes, and medical technologies for original equipment manufacturers. Its Dental Solutions segment provides a suite of dental and orthodontic products, including brackets, aligners, restorative cements, and bonding agents. The Health Information Systems provides software solutions and services for health care systems, such as computer-assisted, physician documentation, direct-to-bill and coding automation, classification methodologies, speech recognition, and data visualization platforms. Its Purification and Filtration segment provides purification and filtration technologies comprising filters, purifiers, cartridges, and membranes. The company sells its products and services through direct-to-consumer, distribution, key account management, inside sales, and e-commerce. Solventum Corporation was incorporated in 2023 and is based in Maplewood, Minnesota.",,10.14,6.58,2.0,19.24,309.0,Healthcare,2025.0,6.0,False,True,False,False,False,False,False,False
SO,89.3,0.12244,0.03463,188.378,0.858,0.479,27853000704,13374999552.0,407249984.0,88.63,88.6,89.96,88.4701,94.45,76.96,,10665153,5122258,98246967296,0.367,0.033099998,2.96,2025-05-19 01:00:00,The Southern Company,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. The company develops, constructs, acquires, owns, and manages power generation assets, including renewable energy projects and sells electricity in the wholesale market; distributes natural gas in Illinois, Georgia, Virginia, and Tennessee; operates, constructs, and maintains approximately 78,500 miles of natural gas pipelines and 14 storage facilities; and provides gas marketing services, as well as electric services to retail customers. It also offers distributed energy and resilience solutions, and digital wireless communications and fiber optics services, as well as deploys microgrids for commercial, industrial, governmental, utility customers. The Southern Company was incorporated in 1946 and is headquartered in Atlanta, Georgia.",,10.0,6.98,2.0,28.24,234.0,Utilities,2025.0,6.0,False,False,False,False,False,False,False,False
LUV,31.39,0.05593,0.009330001,85.371,0.772,0.671,27581999104,1891000064.0,-837249984.0,31.16,31.3,31.78,31.14,36.12,23.58,,7591367,12915812,17888092160,1.227,0.0229,0.72,2025-06-18 01:00:00,Southwest Airlines Co.,"Southwest Airlines Co. operates as a passenger airline company that provides scheduled air transportation services in the United States and near-international markets. As of December 31, 2024, the company operated a total fleet of 803 Boeing 737 aircraft; and served 117 destinations in 42 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as ten near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba, the Cayman Islands, and Turks and Caicos. It also provides inflight entertainment and connectivity services; and Rapid Rewards loyalty program that enables program members to earn points for dollars spent on Southwest base fares. In addition, the company offers a suite of digital platforms to support customers' travel needs, including websites and apps; and SWABIZ, an online booking tool. Further, it provides ancillary services, such as Southwest's EarlyBird Check-In, upgraded boarding, and transportation of pets and unaccompanied minors. Southwest Airlines Co. was incorporated in 1967 and is headquartered in Dallas, Texas.",,17.22,5.07,2.0,28.41,169.0,Transportation,2025.0,6.0,False,False,False,False,False,False,False,False
SWK,64.55,0.04032,0.02797,81.597,1.104,0.301,15240800256,1566099968.0,738774976.0,64.59,64.9,65.595,64.36,110.88,53.91,,3615205,3157425,9986723840,1.172,0.0508,3.28,2025-06-03 01:00:00,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc. provides hand tools, power tools, outdoor products, and related accessories in the United States, Canada, Other Americas, Europe, and Asia. The company's Tools & Outdoor segment offers professional grade corded and cordless electric power tools and equipment, including drills, impact wrenches and drivers, grinders, saws, routers, concrete prep and placement tools, and sanders; pneumatic tools and fasteners, such as nail guns, nails, staplers and staples, and concrete and masonry anchors; corded and cordless electric power tools; hand-held vacuums, paint tools, and cleaning appliances; leveling and layout tools, planes, hammers, demolition tools, clamps, vises, knives, saws, chisels, and industrial and automotive tools; drill, screwdriver, router bits, abrasives, saw blades, and threading products; tool boxes, sawhorses, medical cabinets, and engineered storage solutions; and electric and gas-powered lawn and garden products. This segment sells its products under the DEWALT, CRAFTSMAN, CUB ADET, BLACK+DECKER, and HUSTLER brands through retailers, third-party distributors, independent dealers, and a direct sales force. Its Industrial segment provides threaded fasteners, blind rivets and tools, blind inserts and tools, drawn arc weld studs and systems, engineered plastic and mechanical fasteners, self-piercing riveting systems, precision nut running systems, micro fasteners, high-strength structural fasteners, axel swage, latches, heat shields, pins, couplings, fitting, and other engineered products; and attachments used on excavators and handheld tools. This segment sells its products through direct sales force and third-party distributors to the automotive, manufacturing, electronics, construction, aerospace, and other industries. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. The company was founded in 1843 and is headquartered in New Britain, Connecticut.",,13.61,5.81,2.0,26.16,275.0,Machinery,2025.0,6.0,False,False,False,False,False,False,False,False
SBUX,93.12,,0.08979999,,0.644,0.399,36347301888,6058200064.0,1848912512.0,92.28,93.08,93.8,92.4,117.46,71.55,,9197029,11326361,105821569024,0.99,0.026199998,2.44,2025-05-16 01:00:00,Starbucks Corporation,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee, tea, and other beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks Coffee, Teavana, Seattle's Best Coffee, Ethos, and Starbucks Reserve brands. It partners with Global Food Banking Network support food security and reduce food waste. Starbucks Corporation was founded in 1971 and is based in Seattle, Washington.",,10.95,2.95,3.0,23.0,209.0,Consumer Services,2025.0,6.0,False,False,False,False,False,False,False,False
STT,99.62,0.1122,0.0080699995,,,,13086000128,,,99.3,99.98,100.65,99.41,103.0,71.96,,1694281,2046074,28409833472,1.463,0.0305,3.04,2025-07-01 01:00:00,State Street Corporation,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide. The company offers investment servicing products and services, including custody, accounting and fund administration services for traditional and alternative assets, as well as multi-asset class investments; recordkeeping, client reporting, and investment book of record, transaction management, loans, cash, derivatives and collateral services; investor services operations outsourcing; performance, risk, and compliance analytics; financial data management to support institutional investors; foreign exchange, brokerage and other trading services; securities finance, including prime services products; and deposit and short-term investment facilities. It also provides State Street Alpha platform that combines portfolio management, trading and execution, analytics and compliance tools, and advanced data aggregation and integration with other industry platforms and providers; front-office technology that automates and simplifies the institutional investment process comprising from portfolio management and risk analytics, trading, and post-trade settlement with integrated compliance and managed data; investment management solutions; and portfolio management, trading compliance, and manager/sponsor communication. In addition, the company offers investment management solutions, including strategies across equity, fixed income, cash, multi-asset, and alternatives; products, such as SPDR ETFs and index funds; and services comprising defined benefit, defined contribution, and outsourced chief investment officer. The company provides its products and services mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, investment managers, foundations, and endowments. State Street Corporation was founded in 1792 and is headquartered in Boston, Massachusetts.",,10.29,9.46,1.0,21.17,357.0,Diversified Financials,2025.0,6.0,False,False,False,False,False,False,False,False
STLD,125.9,0.13199,0.05924,47.5,2.743,1.292,17215582208,1964616960.0,-482931744.0,130.11,131.67,131.67,124.56,155.56,103.17,,4349290,1584940,18690359296,1.394,0.0159,2.0,2025-06-30 01:00:00,"Steel Dynamics, Inc.","Steel Dynamics, Inc., together with its subsidiaries, operates as a steel producer and metal recycler in the United States. It operates through four segments: Steel Operations, Metals Recycling Operations, Steel Fabrication Operations, and Aluminum Operations. The Steel Operations segment offers hot rolled, cold rolled, and coated steel products; parallel flange beams and channel sections, large unequal leg angles, and reinforcing steel bars, as well as standard strength carbon, intermediate alloy hardness, and premium grade rail products; engineered special-bar-quality products, merchant-bar-quality products, and other engineered round steel bars; channels, angles, flats, merchant rounds, and reinforcing steel bars; and specialty shapes and light structural steel products. This segment also engages in turning, polishing, straightening, chamfering, precision saw-cutting, and heat treating of bar products. Its products are used in construction, automotive, manufacturing, transportation, heavy and agriculture equipment, energy, and pipe and tube markets. The Metals Recycling Operations segment is involved in the ferrous and nonferrous scrap metal processing, transportation, marketing, brokerage, and scrap management services. Its ferrous products include heavy melting steel, busheling, bundled scrap, shredded scrap, steel turnings, and cast-iron products; and nonferrous products comprise aluminum, brass, copper, stainless steel, and other nonferrous metals. The Steel Fabrication Operations segment produces steel non-residential building components, such as steel joists, girders, and steel deck products for non-residential steel fabricators, metal building companies, general construction contractors, developers, owners, brokers, and governmental entities. The Aluminum Operations segment offers recycled aluminum flat rolled products. The company also exports its products. Steel Dynamics, Inc. was incorporated in 1993 and is headquartered in Fort Wayne, Indiana.",,14.63,7.57,1.0,31.41,50.0,Steel,2025.0,6.0,False,False,False,False,False,False,False,False
STE,235.67,0.09458999,0.05824,33.292,1.957,1.189,5459514880,1464445952.0,1609312256.0,236.23,236.96,237.74,234.53,252.79,200.98,,665839,642819,23183093760,0.943,0.0097,2.28,2025-06-10 01:00:00,STERIS plc,"STERIS plc provides infection prevention products and services worldwide. It operates through three segments: Healthcare, Applied Sterilization Technologies (AST), and Life Sciences. The Healthcare segment offers cleaning chemistries and sterility assurance products; automated endoscope reprocessing system and tracking products; endoscopy accessories, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in procedure rooms, including surgical tables, lights, and connectivity solutions, as well as equipment management services. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services; preventive maintenance programs and repair services; instrument, devices, and endoscope repair and maintenance services; and custom process improvement consulting and outsourced instrument sterile processing services. The AST segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of contract sterilization and laboratory facilities, as well as integrated sterilization equipment and control systems to medical device manufacturers and research institutions. The Life Sciences segment designs, manufactures, and sells consumable products, such as pharmaceutical detergents, cleanroom disinfectants and sterilants, pharmaceutical grade and research sterilizers and washers, sterility assurance and maintenance products, vaporized hydrogen peroxide room decontamination systems and sterilizers, and high purity water and pure steam generators. It also offers equipment installation, maintenance, upgradation, repair, and troubleshooting services; and preventive maintenance programs and repair services. It serves its products and services to hospitals, other healthcare providers, and pharmaceutical manufacturers. The company was founded in 1985 and is headquartered in Mentor, Ohio.",,12.09,6.22,2.0,23.17,309.0,Healthcare,2025.0,6.0,False,True,False,False,False,False,False,False
SYK,375.56,0.14259,0.07486,82.924,1.642,0.803,23217999872,6176999936.0,3028375040.0,373.26,374.89,377.9,373.775,406.19,314.93,,2011717,1487701,143525888000,0.927,0.0089,3.36,2025-06-30 01:00:00,Stryker Corporation,"Stryker Corporation operates as a medical technology company. It operates through two segments, MedSurg and Neurotechnology, and Orthopaedics. The MedSurg and Neurotechnology segment offers surgical equipment, and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, clinical communication and  artificial intelligence-assisted virtual care platform technology, minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke, cranial, and maxillofacial and chest wall devices, as well as dural substitutes and sealants; traditional brain and open skull based surgical procedures products; and orthobiologic and biosurgery products, including synthetic bone grafts and vertebral augmentation products. The Orthopaedics segment provides implants for use in total joint replacements, such as hip, knee and shoulder, and trauma and extremities surgeries; thoracolumbar systems that include fixation, minimally invasive and interbody systems used in spinal injury, complex spine and degenerative therapies. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Portage, Michigan.",,11.77,5.63,2.0,21.21,309.0,Healthcare,2025.0,6.0,False,True,False,False,False,False,False,False
